"","Island","Species","Year","COUNT","CUM_FREQ","No_specimen_year"
"3457","South","Cyperus eragrostis",1986,1,5,114
"3797","South","Cyperus eragrostis",1990,1,6,80
"3882","South","Cyperus eragrostis",1991,1,7,114
"4006","South","Cyperus eragrostis",1993,1,8,143
"4083","South","Cyperus eragrostis",1994,1,9,158
"4206","South","Cyperus eragrostis",1996,3,12,78
"4330","South","Cyperus eragrostis",1998,1,13,68
"4412","South","Cyperus eragrostis",1999,1,14,78
"4509","South","Cyperus eragrostis",2001,2,16,47
"4","South","Cytisus scoparius",1872,1,1,5
"232","South","Cytisus scoparius",1939,1,2,29
"435","South","Cytisus scoparius",1947,1,3,43
"742","South","Cytisus scoparius",1954,1,4,83
"1242","South","Cytisus scoparius",1962,1,5,124
"1379","South","Cytisus scoparius",1964,1,6,104
"1469","South","Cytisus scoparius",1965,2,8,92
"1671","South","Cytisus scoparius",1968,2,10,139
"1746","South","Cytisus scoparius",1969,2,12,136
"1823","South","Cytisus scoparius",1970,4,16,283
"1933","South","Cytisus scoparius",1971,1,17,182
"2033","South","Cytisus scoparius",1972,2,19,218
"2181","South","Cytisus scoparius",1973,1,20,261
"2386","South","Cytisus scoparius",1975,3,23,253
"2590","South","Cytisus scoparius",1976,5,28,158
"2639","South","Cytisus scoparius",1977,5,33,299
"2800","South","Cytisus scoparius",1978,1,34,125
"2916","South","Cytisus scoparius",1979,5,39,156
"2990","South","Cytisus scoparius",1980,2,41,150
"3122","South","Cytisus scoparius",1981,1,42,158
"3223","South","Cytisus scoparius",1983,1,43,76
"3290","South","Cytisus scoparius",1984,1,44,131
"3428","South","Cytisus scoparius",1985,1,45,153
"3494","South","Cytisus scoparius",1986,1,46,114
"3713","South","Cytisus scoparius",1989,1,47,92
"4062","South","Cytisus scoparius",1994,1,48,158
"4163","South","Cytisus scoparius",1995,1,49,48
"4450","South","Cytisus scoparius",2000,1,50,72
"2","South","Dactylis glomerata",1872,1,1,5
"227","South","Dactylis glomerata",1939,2,3,29
"698","South","Dactylis glomerata",1953,1,4,129
"1047","South","Dactylis glomerata",1959,2,6,157
"1095","South","Dactylis glomerata",1960,1,7,43
"1203","South","Dactylis glomerata",1962,1,8,124
"1274","South","Dactylis glomerata",1963,2,10,200
"1714","South","Dactylis glomerata",1968,2,12,139
"1734","South","Dactylis glomerata",1969,2,14,136
"1893","South","Dactylis glomerata",1970,7,21,283
"1990","South","Dactylis glomerata",1971,1,22,182
"2136","South","Dactylis glomerata",1972,1,23,218
"2510","South","Dactylis glomerata",1976,1,24,158
"2609","South","Dactylis glomerata",1977,4,28,299
"2778","South","Dactylis glomerata",1978,1,29,125
"2913","South","Dactylis glomerata",1979,3,32,156
"3169","South","Dactylis glomerata",1982,2,34,130
"3301","South","Dactylis glomerata",1984,1,35,131
"3374","South","Dactylis glomerata",1985,1,36,153
"3591","South","Dactylis glomerata",1987,1,37,171
"4148","South","Dactylis glomerata",1995,1,38,48
"4535","South","Dactylis glomerata",2002,2,40,37
"4571","South","Dactylis glomerata",2003,2,42,56
"280","South","Datura stramonium",1941,1,1,43
"524","South","Datura stramonium",1950,1,2,81
"1009","South","Datura stramonium",1959,1,3,157
"1146","South","Datura stramonium",1961,2,5,134
"1373","South","Datura stramonium",1964,1,6,104
"1430","South","Datura stramonium",1965,1,7,92
"1505","South","Datura stramonium",1966,2,9,101
"1569","South","Datura stramonium",1967,1,10,85
"1646","South","Datura stramonium",1968,1,11,139
"1733","South","Datura stramonium",1969,4,15,136
"1853","South","Datura stramonium",1970,1,16,283
"1959","South","Datura stramonium",1971,3,19,182
"2112","South","Datura stramonium",1972,1,20,218
"2726","South","Datura stramonium",1977,2,22,299
"2815","South","Datura stramonium",1978,2,24,125
"3107","South","Datura stramonium",1981,1,25,158
"3158","South","Datura stramonium",1982,1,26,130
"4157","South","Datura stramonium",1995,1,27,48
"4520","South","Datura stramonium",2001,1,28,47
"1284","South","Digitalis purpurea",1963,1,1,200
"1603","South","Digitalis purpurea",1967,1,2,85
"1756","South","Digitalis purpurea",1969,1,3,136
"1897","South","Digitalis purpurea",1970,3,6,283
"2124","South","Digitalis purpurea",1972,1,7,218
"2232","South","Digitalis purpurea",1973,1,8,261
"2323","South","Digitalis purpurea",1974,1,9,142
"2546","South","Digitalis purpurea",1976,1,10,158
"2683","South","Digitalis purpurea",1977,1,11,299
"2804","South","Digitalis purpurea",1978,1,12,125
"3060","South","Digitalis purpurea",1981,1,13,158
"3337","South","Digitalis purpurea",1984,1,14,131
"3465","South","Digitalis purpurea",1986,1,15,114
"721","South","Echium vulgare",1954,1,1,83
"990","South","Echium vulgare",1958,1,2,191
"1102","South","Echium vulgare",1960,1,3,43
"1148","South","Echium vulgare",1961,1,4,134
"1407","South","Echium vulgare",1964,1,5,104
"1591","South","Echium vulgare",1967,1,6,85
"1747","South","Echium vulgare",1969,1,7,136
"2954","South","Echium vulgare",1980,1,8,150
"3280","South","Echium vulgare",1984,1,9,131
"3400","South","Echium vulgare",1985,1,10,153
"3489","South","Echium vulgare",1986,1,11,114
"3551","South","Echium vulgare",1987,1,12,171
"3623","South","Echium vulgare",1988,1,13,128
"4078","South","Echium vulgare",1994,1,14,158
"4434","South","Echium vulgare",2000,2,16,72
"4512","South","Echium vulgare",2001,1,17,47
"4563","South","Echium vulgare",2003,1,18,56
"3742","South","Egeria densa",1989,1,1,92
"3030","South","Ehrharta erecta",1981,1,1,158
"3304","South","Ehrharta erecta",1984,1,2,131
"3614","South","Ehrharta erecta",1987,1,3,171
"3652","South","Ehrharta erecta",1988,1,4,128
"3721","South","Ehrharta erecta",1989,1,5,92
"3940","South","Ehrharta erecta",1992,1,6,118
"4084","South","Ehrharta erecta",1994,2,8,158
"4237","South","Ehrharta erecta",1996,2,10,78
"4280","South","Ehrharta erecta",1997,1,11,69
"4668","South","Ehrharta erecta",2006,1,12,20
"389","South","Elodea canadensis",1945,1,1,59
"461","South","Elodea canadensis",1948,2,3,29
"604","South","Elodea canadensis",1952,4,7,63
"811","South","Elodea canadensis",1955,1,8,64
"824","South","Elodea canadensis",1956,1,9,94
"938","South","Elodea canadensis",1958,1,10,191
"1025","South","Elodea canadensis",1959,2,12,157
"1158","South","Elodea canadensis",1961,6,18,134
"1231","South","Elodea canadensis",1962,6,24,124
"1255","South","Elodea canadensis",1963,1,25,200
"1412","South","Elodea canadensis",1964,2,27,104
"1484","South","Elodea canadensis",1965,1,28,92
"1535","South","Elodea canadensis",1966,1,29,101
"1654","South","Elodea canadensis",1968,2,31,139
"1804","South","Elodea canadensis",1969,2,33,136
"1867","South","Elodea canadensis",1970,8,41,283
"1992","South","Elodea canadensis",1971,15,56,182
"2073","South","Elodea canadensis",1972,3,59,218
"2227","South","Elodea canadensis",1973,15,74,261
"2277","South","Elodea canadensis",1974,2,76,142
"2373","South","Elodea canadensis",1975,2,78,253
"2654","South","Elodea canadensis",1977,2,80,299
"2837","South","Elodea canadensis",1979,2,82,156
"2936","South","Elodea canadensis",1980,1,83,150
"3433","South","Elodea canadensis",1985,1,84,153
"3597","South","Elodea canadensis",1987,4,88,171
"3680","South","Elodea canadensis",1988,1,89,128
"3802","South","Elodea canadensis",1990,1,90,80
"3914","South","Elodea canadensis",1992,2,92,118
"4058","South","Elodea canadensis",1993,7,99,143
"4264","South","Elodea canadensis",1997,1,100,69
"4325","South","Elodea canadensis",1998,1,101,68
"4504","South","Elodea canadensis",2001,1,102,47
"826","South","Elytrigia pycnantha",1956,1,1,94
"377","South","Equisetum arvense",1945,2,2,59
"432","South","Equisetum arvense",1947,1,3,43
"720","South","Equisetum arvense",1954,1,4,83
"1229","South","Equisetum arvense",1962,1,5,124
"1765","South","Equisetum arvense",1969,1,6,136
"1834","South","Equisetum arvense",1970,1,7,283
"1942","South","Equisetum arvense",1971,1,8,182
"2249","South","Equisetum arvense",1973,1,9,261
"2380","South","Equisetum arvense",1975,1,10,253
"2583","South","Equisetum arvense",1976,2,12,158
"2678","South","Equisetum arvense",1977,1,13,299
"2773","South","Equisetum arvense",1978,2,15,125
"3196","South","Equisetum arvense",1982,2,17,130
"3335","South","Equisetum arvense",1984,1,18,131
"3952","South","Equisetum arvense",1992,1,19,118
"4100","South","Equisetum arvense",1994,2,21,158
"4333","South","Equisetum arvense",1998,1,22,68
"4419","South","Equisetum arvense",1999,3,25,78
"966","South","Eragrostis curvula",1958,2,2,191
"1316","South","Eragrostis curvula",1963,1,3,200
"1417","South","Eragrostis curvula",1964,1,4,104
"1582","South","Eragrostis curvula",1967,1,5,85
"2560","South","Eragrostis curvula",1976,1,6,158
"2928","South","Eragrostis curvula",1980,1,7,150
"3671","South","Eragrostis curvula",1988,1,8,128
"3788","South","Eragrostis curvula",1990,1,9,80
"4245","South","Eragrostis curvula",1996,1,10,78
"4261","South","Eragrostis curvula",1997,1,11,69
"136","South","Erica lusitanica",1930,1,1,11
"247","South","Erica lusitanica",1940,1,2,36
"272","South","Erica lusitanica",1941,1,3,43
"317","South","Erica lusitanica",1943,2,5,25
"360","South","Erica lusitanica",1944,2,7,34
"693","South","Erica lusitanica",1953,2,9,129
"732","South","Erica lusitanica",1954,1,10,83
"777","South","Erica lusitanica",1955,1,11,64
"847","South","Erica lusitanica",1956,1,12,94
"914","South","Erica lusitanica",1957,2,14,88
"940","South","Erica lusitanica",1958,1,15,191
"1144","South","Erica lusitanica",1961,2,17,134
"1406","South","Erica lusitanica",1964,1,18,104
"1520","South","Erica lusitanica",1966,1,19,101
"1622","South","Erica lusitanica",1967,2,21,85
"1754","South","Erica lusitanica",1969,3,24,136
"1863","South","Erica lusitanica",1970,2,26,283
"1963","South","Erica lusitanica",1971,1,27,182
"2069","South","Erica lusitanica",1972,1,28,218
"2258","South","Erica lusitanica",1973,3,31,261
"2433","South","Erica lusitanica",1975,1,32,253
"2585","South","Erica lusitanica",1976,1,33,158
"2625","South","Erica lusitanica",1977,4,37,299
"3090","South","Erica lusitanica",1981,1,38,158
"3144","South","Erica lusitanica",1982,1,39,130
"3248","South","Erica lusitanica",1983,3,42,76
"3425","South","Erica lusitanica",1985,2,44,153
"3593","South","Erica lusitanica",1987,2,46,171
"3884","South","Erica lusitanica",1991,1,47,114
"3978","South","Erica lusitanica",1993,2,49,143
"4059","South","Erica lusitanica",1994,1,50,158
"4181","South","Erica lusitanica",1995,1,51,48
"4192","South","Erica lusitanica",1996,3,54,78
"4271","South","Erica lusitanica",1997,1,55,69
"4406","South","Erica lusitanica",1999,1,56,78
"446","South","Erigeron karvinskianus",1947,1,1,43
"736","South","Erigeron karvinskianus",1954,1,2,83
"1043","South","Erigeron karvinskianus",1959,1,3,157
"1482","South","Erigeron karvinskianus",1965,1,4,92
"1563","South","Erigeron karvinskianus",1967,1,5,85
"1737","South","Erigeron karvinskianus",1969,2,7,136
"2707","South","Erigeron karvinskianus",1977,4,11,299
"3025","South","Erigeron karvinskianus",1981,2,13,158
"3626","South","Erigeron karvinskianus",1988,1,14,128
"3699","South","Erigeron karvinskianus",1989,1,15,92
"3851","South","Erigeron karvinskianus",1991,2,17,114
"4361","South","Erigeron karvinskianus",1998,2,19,68
"4604","South","Erigeron karvinskianus",2004,1,20,39
"4646","South","Erigeron karvinskianus",2005,1,21,35
"4658","South","Erigeron karvinskianus",2006,1,22,20
"821","South","Euonymus europaeus",1956,1,1,94
"1437","South","Euonymus europaeus",1965,1,2,92
"1548","South","Euonymus europaeus",1966,1,3,101
"1565","South","Euonymus europaeus",1967,1,4,85
"1849","South","Euonymus europaeus",1970,1,5,283
"2018","South","Euonymus europaeus",1971,1,6,182
"2391","South","Euonymus europaeus",1975,1,7,253
"2524","South","Euonymus europaeus",1976,1,8,158
"2595","South","Euonymus europaeus",1977,1,9,299
"2760","South","Euonymus europaeus",1978,2,11,125
"3207","South","Euonymus europaeus",1983,1,12,76
"3449","South","Euonymus europaeus",1986,2,14,114
"3550","South","Euonymus europaeus",1987,1,15,171
"4299","South","Euonymus europaeus",1997,1,16,69
"4474","South","Euonymus europaeus",2000,1,17,72
"3662","South","Eupatorium cannabinum",1988,1,1,128
"4594","South","Eupatorium cannabinum",2003,1,2,56
"4612","South","Eupatorium cannabinum",2004,1,3,39
"11","South","Festuca rubra",1889,1,1,1
"12","South","Festuca rubra",1893,2,3,2
"28","South","Festuca rubra",1908,1,4,6
"31","South","Festuca rubra",1909,1,5,3
"41","South","Festuca rubra",1915,1,6,4
"48","South","Festuca rubra",1919,1,7,6
"56","South","Festuca rubra",1920,6,13,11
"63","South","Festuca rubra",1921,4,17,10
"70","South","Festuca rubra",1922,1,18,8
"74","South","Festuca rubra",1924,1,19,2
"78","South","Festuca rubra",1925,1,20,5
"83","South","Festuca rubra",1926,1,21,5
"115","South","Festuca rubra",1929,1,22,28
"139","South","Festuca rubra",1930,1,23,11
"143","South","Festuca rubra",1931,2,25,5
"150","South","Festuca rubra",1932,1,26,10
"175","South","Festuca rubra",1935,1,27,7
"177","South","Festuca rubra",1936,3,30,15
"187","South","Festuca rubra",1937,2,32,30
"215","South","Festuca rubra",1938,4,36,16
"233","South","Festuca rubra",1939,1,37,29
"303","South","Festuca rubra",1942,2,39,25
"326","South","Festuca rubra",1943,1,40,25
"392","South","Festuca rubra",1945,2,42,59
"407","South","Festuca rubra",1946,2,44,24
"442","South","Festuca rubra",1947,3,47,43
"476","South","Festuca rubra",1948,1,48,29
"504","South","Festuca rubra",1949,1,49,59
"535","South","Festuca rubra",1950,2,51,81
"585","South","Festuca rubra",1951,1,52,58
"610","South","Festuca rubra",1952,4,56,63
"702","South","Festuca rubra",1953,1,57,129
"731","South","Festuca rubra",1954,3,60,83
"819","South","Festuca rubra",1956,6,66,94
"882","South","Festuca rubra",1957,2,68,88
"979","South","Festuca rubra",1958,2,70,191
"1032","South","Festuca rubra",1959,1,71,157
"1124","South","Festuca rubra",1961,8,79,134
"1204","South","Festuca rubra",1962,5,84,124
"1270","South","Festuca rubra",1963,2,86,200
"1397","South","Festuca rubra",1964,2,88,104
"1536","South","Festuca rubra",1966,1,89,101
"1623","South","Festuca rubra",1967,7,96,85
"1703","South","Festuca rubra",1968,1,97,139
"1782","South","Festuca rubra",1969,5,102,136
"1904","South","Festuca rubra",1970,16,118,283
"2007","South","Festuca rubra",1971,6,124,182
"2116","South","Festuca rubra",1972,9,133,218
"2250","South","Festuca rubra",1973,1,134,261
"2281","South","Festuca rubra",1974,4,138,142
"2440","South","Festuca rubra",1975,4,142,253
"2548","South","Festuca rubra",1976,5,147,158
"2632","South","Festuca rubra",1977,4,151,299
"2866","South","Festuca rubra",1979,6,157,156
"2937","South","Festuca rubra",1980,5,162,150
"3069","South","Festuca rubra",1981,8,170,158
"3135","South","Festuca rubra",1982,7,177,130
"3210","South","Festuca rubra",1983,11,188,76
"3267","South","Festuca rubra",1984,8,196,131
"3410","South","Festuca rubra",1985,5,201,153
"3515","South","Festuca rubra",1986,5,206,114
"3576","South","Festuca rubra",1987,7,213,171
"3877","South","Festuca rubra",1991,5,218,114
"3901","South","Festuca rubra",1992,2,220,118
"4049","South","Festuca rubra",1993,3,223,143
"4113","South","Festuca rubra",1994,2,225,158
"4159","South","Festuca rubra",1995,1,226,48
"4234","South","Festuca rubra",1996,1,227,78
"4444","South","Festuca rubra",2000,1,228,72
"329","South","Fraxinus excelsior",1943,1,1,25
"343","South","Fraxinus excelsior",1944,1,2,34
"717","South","Fraxinus excelsior",1954,1,3,83
"3330","South","Fraxinus excelsior",1984,2,5,131
"3445","South","Fraxinus excelsior",1986,2,7,114
"3545","South","Fraxinus excelsior",1987,1,8,171
"3676","South","Fraxinus excelsior",1988,2,10,128
"3994","South","Fraxinus excelsior",1993,1,11,143
"4506","South","Fraxinus excelsior",2001,1,12,47
"583","South","Glyceria declinata",1951,5,5,58
"628","South","Glyceria declinata",1952,3,8,63
"638","South","Glyceria declinata",1953,2,10,129
"726","South","Glyceria declinata",1954,2,12,83
"792","South","Glyceria declinata",1955,1,13,64
"843","South","Glyceria declinata",1956,1,14,94
"868","South","Glyceria declinata",1957,4,18,88
"948","South","Glyceria declinata",1958,5,23,191
"1219","South","Glyceria declinata",1962,5,28,124
"1483","South","Glyceria declinata",1965,1,29,92
"1576","South","Glyceria declinata",1967,1,30,85
"1783","South","Glyceria declinata",1969,1,31,136
"1958","South","Glyceria declinata",1971,1,32,182
"2054","South","Glyceria declinata",1972,2,34,218
"2180","South","Glyceria declinata",1973,15,49,261
"2350","South","Glyceria declinata",1975,1,50,253
"2534","South","Glyceria declinata",1976,1,51,158
"2642","South","Glyceria declinata",1977,1,52,299
"2788","South","Glyceria declinata",1978,1,53,125
"2844","South","Glyceria declinata",1979,4,57,156
"2924","South","Glyceria declinata",1980,1,58,150
"3119","South","Glyceria declinata",1981,2,60,158
"3234","South","Glyceria declinata",1983,2,62,76
"3314","South","Glyceria declinata",1984,1,63,131
"3385","South","Glyceria declinata",1985,2,65,153
"3603","South","Glyceria declinata",1987,1,66,171
"3844","South","Glyceria declinata",1991,1,67,114
"4129","South","Glyceria declinata",1994,1,68,158
"4150","South","Glyceria declinata",1995,1,69,48
"4270","South","Glyceria declinata",1997,1,70,69
"4670","South","Glyceria declinata",2006,2,72,20
"566","South","Glyceria fluitans",1950,1,1,81
"588","South","Glyceria fluitans",1951,3,4,58
"636","South","Glyceria fluitans",1952,2,6,63
"673","South","Glyceria fluitans",1953,1,7,129
"733","South","Glyceria fluitans",1954,1,8,83
"862","South","Glyceria fluitans",1956,1,9,94
"904","South","Glyceria fluitans",1957,3,12,88
"967","South","Glyceria fluitans",1958,2,14,191
"1150","South","Glyceria fluitans",1961,3,17,134
"1201","South","Glyceria fluitans",1962,1,18,124
"1524","South","Glyceria fluitans",1966,1,19,101
"1873","South","Glyceria fluitans",1970,2,21,283
"2010","South","Glyceria fluitans",1971,1,22,182
"2158","South","Glyceria fluitans",1973,13,35,261
